gene,chr,strand,tss,pileup,utr,transcript
ENSMUSG00000004789,12,+,85110879,457,18,ENSMUST00000221357
ENSMUSG00000004791,12,-,85177295,11,320,ENSMUST00000223220
ENSMUSG00000004798,11,-,61855076,136,3,ENSMUST00000129025
ENSMUSG00000004814,5,-,135572975,3,3,ENSMUST00000004936
ENSMUSG00000004815,5,-,108660785,80,90,ENSMUST00000132179
ENSMUSG00000004837,11,+,61653337,19,10,ENSMUST00000004959
ENSMUSG00000004843,16,-,65562710,138,202,ENSMUST00000004965
ENSMUSG00000004846,5,+,136987610,27,76,ENSMUST00000004968
ENSMUSG00000004849,5,-,137046036,301,26,ENSMUST00000144303
ENSMUSG00000004864,17,+,28769242,8,65,ENSMUST00000124099
ENSMUSG00000004865,17,-,28622425,93,13,ENSMUST00000114767
ENSMUSG00000004885,3,+,87948703,15,138,ENSMUST00000005019
ENSMUSG00000004895,3,-,87885562,322,220,ENSMUST00000005015
ENSMUSG00000004896,3,-,87930136,47,170,ENSMUST00000160143
ENSMUSG00000004897,3,+,87906401,108,227,ENSMUST00000005017
ENSMUSG00000004929,10,+,81070115,161,148,ENSMUST00000005057
ENSMUSG00000004934,10,-,81167717,69,6,ENSMUST00000005064
ENSMUSG00000004936,9,-,64253575,786,283,ENSMUST00000005066
ENSMUSG00000004939,10,-,81202020,34,44,ENSMUST00000005069
ENSMUSG00000004945,17,-,5440228,182,11,ENSMUST00000005053
ENSMUSG00000004951,5,+,135888009,62,50,ENSMUST00000111155
ENSMUSG00000004952,5,+,136083997,10,116,ENSMUST00000100570
ENSMUSG00000004980,6,-,51469837,2762,161,ENSMUST00000203220
ENSMUSG00000004996,8,-,84257269,99,9,ENSMUST00000126435
ENSMUSG00000005034,3,-,146770033,271,93,ENSMUST00000106137
ENSMUSG00000005043,11,-,119355491,31,7,ENSMUST00000005173
ENSMUSG00000005045,4,+,152338668,213,284,ENSMUST00000164662
ENSMUSG00000005054,10,+,78425724,174,68,ENSMUST00000005185
ENSMUSG00000005078,12,+,72086126,137,54,ENSMUST00000117449
ENSMUSG00000005102,2,+,118388663,133,46,ENSMUST00000005233
ENSMUSG00000005103,5,-,38561685,169,154,ENSMUST00000005234
ENSMUSG00000005107,5,-,38480185,13,54,ENSMUST00000067886
ENSMUSG00000005142,8,+,85083317,232,13,ENSMUST00000209361
ENSMUSG00000005148,14,+,99298694,50,301,ENSMUST00000005279
ENSMUSG00000005150,8,-,85080684,70,69,ENSMUST00000093357
ENSMUSG00000005198,11,-,69758615,414,392,ENSMUST00000071213
ENSMUSG00000005225,6,+,54595201,30,231,ENSMUST00000119706
ENSMUSG00000005251,16,-,97763711,4,2,ENSMUST00000019386
ENSMUSG00000005262,16,+,18812330,438,85,ENSMUST00000172013
ENSMUSG00000005299,5,-,33782712,200,160,ENSMUST00000005431
ENSMUSG00000005312,13,-,58215632,149,196,ENSMUST00000058735
ENSMUSG00000005338,1,-,173367641,1182,147,ENSMUST00000111220
ENSMUSG00000005370,17,+,87975074,65,75,ENSMUST00000005503
ENSMUSG00000005374,5,+,135149726,133,12,ENSMUST00000201780
ENSMUSG00000005378,5,-,135064067,131,6,ENSMUST00000111205
ENSMUSG00000005413,8,+,75093644,23,106,ENSMUST00000005548
ENSMUSG00000005417,11,+,59662522,514,304,ENSMUST00000116371
ENSMUSG00000005465,8,-,84042561,12,27,ENSMUST00000005601
ENSMUSG00000005469,8,+,83972999,701,188,ENSMUST00000005606
ENSMUSG00000005483,8,+,83608275,91,57,ENSMUST00000005620
ENSMUSG00000005505,2,+,90904780,88,14,ENSMUST00000111464
ENSMUSG00000005510,2,-,90904653,479,6,ENSMUST00000005647
ENSMUSG00000005534,8,-,3279525,84,397,ENSMUST00000091291
ENSMUSG00000005540,8,-,3690491,3,146,ENSMUST00000208145
ENSMUSG00000005566,7,+,13024415,157,304,ENSMUST00000005705
ENSMUSG00000005575,7,-,13037879,205,150,ENSMUST00000005714
ENSMUSG00000005609,7,+,111029000,214,137,ENSMUST00000005749
ENSMUSG00000005625,3,-,95042549,222,16,ENSMUST00000107237
ENSMUSG00000005656,12,-,54795664,240,11,ENSMUST00000005798
ENSMUSG00000005667,6,-,83317546,14,17,ENSMUST00000203847
ENSMUSG00000005672,5,+,75575003,452,49,ENSMUST00000005815
ENSMUSG00000005674,1,-,171222436,104,418,ENSMUST00000147246
ENSMUSG00000005677,1,+,171213706,14,264,ENSMUST00000152865
ENSMUSG00000005683,10,+,128337806,813,112,ENSMUST00000005826
ENSMUSG00000005687,3,+,103171761,512,12,ENSMUST00000135017
ENSMUSG00000005699,8,+,105701185,43,118,ENSMUST00000098444
ENSMUSG00000005716,15,-,78204156,245,11,ENSMUST00000005860
ENSMUSG00000005732,16,-,18248650,174,88,ENSMUST00000115645
ENSMUSG00000005779,3,-,94886919,209,11,ENSMUST00000005923
ENSMUSG00000005802,2,-,122702746,66,326,ENSMUST00000005952
ENSMUSG00000005804,2,+,122738589,79,34,ENSMUST00000005954
ENSMUSG00000005813,3,-,138489377,179,6,ENSMUST00000197531
ENSMUSG00000005846,16,-,11203271,436,16,ENSMUST00000119953
ENSMUSG00000005871,18,+,34220927,416,185,ENSMUST00000171187
ENSMUSG00000005873,18,-,34373361,624,40,ENSMUST00000006027
ENSMUSG00000005881,2,+,156008128,301,13,ENSMUST00000088650
ENSMUSG00000005882,2,-,155930040,90,4,ENSMUST00000109632
ENSMUSG00000005950,11,+,73160446,12,151,ENSMUST00000006104
ENSMUSG00000005951,11,+,73199464,40,55,ENSMUST00000006105
ENSMUSG00000005958,16,+,21204781,91,389,ENSMUST00000006112
ENSMUSG00000005968,3,-,94658834,10,50,ENSMUST00000196733
ENSMUSG00000005973,2,-,105399217,28,12,ENSMUST00000006128
ENSMUSG00000005981,16,-,4077788,244,8,ENSMUST00000006137
ENSMUSG00000005983,16,-,3908635,11,182,ENSMUST00000115859
ENSMUSG00000005986,19,-,4283093,135,123,ENSMUST00000163858
ENSMUSG00000006005,1,+,150392843,124,101,ENSMUST00000124973
ENSMUSG00000006021,7,+,16119900,68,59,ENSMUST00000006178
ENSMUSG00000006024,7,+,16098644,1066,33,ENSMUST00000127637
ENSMUSG00000006058,11,+,96034944,319,70,ENSMUST00000107700
ENSMUSG00000006095,7,-,30231749,138,56,ENSMUST00000006254
ENSMUSG00000006127,11,+,75631069,114,31,ENSMUST00000150857
ENSMUSG00000006154,7,+,4460728,23,151,ENSMUST00000171445
ENSMUSG00000006169,11,+,45851990,274,61,ENSMUST00000133715
ENSMUSG00000006205,7,+,130936230,216,42,ENSMUST00000006367
ENSMUSG00000006218,4,+,141368165,15,138,ENSMUST00000006380
ENSMUSG00000006221,4,+,141421524,2,261,ENSMUST00000102486
ENSMUSG00000006235,9,-,21962536,14,298,ENSMUST00000213181
ENSMUSG00000006241,9,+,21927634,48,74,ENSMUST00000214734
ENSMUSG00000006262,5,+,88720908,100,200,ENSMUST00000113229
ENSMUSG00000006273,8,+,69088786,1077,7,ENSMUST00000006435
ENSMUSG00000006276,8,-,72421448,297,11,ENSMUST00000212590
ENSMUSG00000006289,14,-,50924829,73,51,ENSMUST00000160890
ENSMUSG00000006299,1,-,74284663,329,40,ENSMUST00000178235
ENSMUSG00000006304,1,+,74236558,471,268,ENSMUST00000006467
ENSMUSG00000006315,7,-,30729510,104,90,ENSMUST00000006478
ENSMUSG00000006333,7,+,3704046,329,306,ENSMUST00000006496
ENSMUSG00000006335,7,-,3629576,45,2,ENSMUST00000108641
ENSMUSG00000006342,10,-,75643973,19,30,ENSMUST00000077610
ENSMUSG00000006344,10,+,75589396,26,314,ENSMUST00000189972
ENSMUSG00000006356,12,+,113140554,170,18,ENSMUST00000084882
ENSMUSG00000006360,12,+,113152069,89,45,ENSMUST00000200553
ENSMUSG00000006369,15,+,85206067,101,67,ENSMUST00000057410
ENSMUSG00000006373,X,+,36598211,1323,76,ENSMUST00000073339
ENSMUSG00000006378,15,+,79030929,27,5,ENSMUST00000006544
ENSMUSG00000006392,4,+,118409369,112,12,ENSMUST00000019229
ENSMUSG00000006395,4,+,118360017,32,16,ENSMUST00000006562
ENSMUSG00000006398,4,-,118437174,3,53,ENSMUST00000006565
ENSMUSG00000006403,1,+,171250443,38,370,ENSMUST00000219033
ENSMUSG00000006412,1,+,171345705,425,7,ENSMUST00000135941
ENSMUSG00000006418,2,+,167503455,403,4,ENSMUST00000127939
ENSMUSG00000006423,X,-,36864156,51,24,ENSMUST00000115248
ENSMUSG00000006435,19,+,47179168,695,299,ENSMUST00000111808
ENSMUSG00000006442,4,+,148591537,122,83,ENSMUST00000006611
ENSMUSG00000006456,19,-,4811589,266,81,ENSMUST00000180008
ENSMUSG00000006463,19,+,4878713,87,36,ENSMUST00000006632
ENSMUSG00000006464,19,-,4906603,124,1,ENSMUST00000053506
ENSMUSG00000006471,2,-,25255362,83,11,ENSMUST00000147866
ENSMUSG00000006476,2,+,25054428,3530,173,ENSMUST00000140737
ENSMUSG00000006494,2,+,71873318,132,52,ENSMUST00000006669
ENSMUSG00000006498,10,+,79854671,141,43,ENSMUST00000169483
ENSMUSG00000006517,8,-,122443382,55,16,ENSMUST00000211883
ENSMUSG00000006519,8,-,122432899,30,32,ENSMUST00000212600
ENSMUSG00000006522,14,-,30923758,43,209,ENSMUST00000006697
ENSMUSG00000006526,14,+,30825622,56,109,ENSMUST00000006701
ENSMUSG00000006575,11,+,102393459,631,217,ENSMUST00000006750
ENSMUSG00000006576,1,+,75546507,107,364,ENSMUST00000124341
ENSMUSG00000006585,8,+,122567785,8,230,ENSMUST00000212821
ENSMUSG00000006586,4,+,13743226,51,210,ENSMUST00000139736
ENSMUSG00000006587,8,-,122460665,4,51,ENSMUST00000006762
ENSMUSG00000006589,8,-,122576842,155,10,ENSMUST00000006764
ENSMUSG00000006611,13,-,23710788,24,74,ENSMUST00000091706
ENSMUSG00000006651,7,-,30445528,1649,60,ENSMUST00000006828
ENSMUSG00000006675,9,-,108597569,170,5,ENSMUST00000193621
ENSMUSG00000006717,13,-,24831468,405,162,ENSMUST00000006900
ENSMUSG00000006731,10,+,127165193,225,32,ENSMUST00000219523
ENSMUSG00000006732,10,+,127041968,88,11,ENSMUST00000120542
ENSMUSG00000006736,10,-,127070254,315,77,ENSMUST00000060991
ENSMUSG00000006740,18,-,6241499,365,392,ENSMUST00000163210
ENSMUSG00000006763,7,-,46710646,70,14,ENSMUST00000143082
ENSMUSG00000006782,11,+,100574989,611,77,ENSMUST00000103120
ENSMUSG00000006784,11,+,100545727,15,74,ENSMUST00000006976
ENSMUSG00000006818,17,+,13007982,887,64,ENSMUST00000007012
ENSMUSG00000006850,18,+,36735052,52,120,ENSMUST00000007046
ENSMUSG00000006930,11,-,100356082,455,5,ENSMUST00000138603
ENSMUSG00000006931,11,-,100414676,30,20,ENSMUST00000066489
ENSMUSG00000006941,9,+,120492643,576,168,ENSMUST00000217553
ENSMUSG00000006998,16,+,20651703,583,14,ENSMUST00000007212
ENSMUSG00000007021,17,-,24689910,590,91,ENSMUST00000007236
ENSMUSG00000007029,17,+,35001317,30,127,ENSMUST00000173584
ENSMUSG00000007035,17,-,35046732,5,358,ENSMUST00000172491
ENSMUSG00000007036,17,+,35089265,122,60,ENSMUST00000173846
ENSMUSG00000007038,17,+,34931382,159,25,ENSMUST00000007253
ENSMUSG00000007041,17,+,35050445,74,3,ENSMUST00000007257
ENSMUSG00000007050,17,+,34981879,114,204,ENSMUST00000114011
ENSMUSG00000007097,1,-,172297981,3283,89,ENSMUST00000085913
ENSMUSG00000007207,5,+,135023568,318,13,ENSMUST00000201008
ENSMUSG00000007279,7,-,109865603,6,17,ENSMUST00000106729
ENSMUSG00000007415,5,-,3647967,110,348,ENSMUST00000007559
ENSMUSG00000007480,18,+,68337552,3,73,ENSMUST00000172148
ENSMUSG00000007564,17,+,20945468,1742,38,ENSMUST00000007708
ENSMUSG00000007589,14,-,55681785,42,204,ENSMUST00000227842
ENSMUSG00000007594,8,+,70083542,252,19,ENSMUST00000007738
ENSMUSG00000007603,17,+,56764839,187,17,ENSMUST00000007747
ENSMUSG00000007610,8,+,71488744,61,44,ENSMUST00000007754
ENSMUSG00000007646,11,-,87404469,9,48,ENSMUST00000129400
ENSMUSG00000007653,11,+,42421290,397,60,ENSMUST00000192403
ENSMUSG00000007655,6,+,17306425,63,25,ENSMUST00000007799
ENSMUSG00000007656,9,+,75037698,284,219,ENSMUST00000170308
ENSMUSG00000007670,17,-,57031488,244,89,ENSMUST00000007814
ENSMUSG00000007739,11,+,22990648,308,106,ENSMUST00000174047
ENSMUSG00000007827,6,-,118562247,64,21,ENSMUST00000188022
ENSMUSG00000007833,7,-,45154514,10,33,ENSMUST00000209963
ENSMUSG00000007836,13,-,58128544,197,231,ENSMUST00000007980
ENSMUSG00000007867,12,+,86082585,115,2,ENSMUST00000054565
ENSMUSG00000007872,4,+,136143839,369,40,ENSMUST00000008016
ENSMUSG00000007880,4,-,133753981,94,370,ENSMUST00000145664
ENSMUSG00000007888,8,+,70493153,173,5,ENSMUST00000127983
ENSMUSG00000007891,7,-,142387825,790,21,ENSMUST00000151120
ENSMUSG00000007892,9,-,61914519,741,91,ENSMUST00000008036
ENSMUSG00000007908,9,+,76014990,63,85,ENSMUST00000183979
ENSMUSG00000007946,7,+,101818342,7,156,ENSMUST00000008090
ENSMUSG00000007950,8,-,71463621,329,146,ENSMUST00000008094
ENSMUSG00000007987,5,+,136908159,185,73,ENSMUST00000200153
ENSMUSG00000008036,7,+,16738464,544,72,ENSMUST00000086112
ENSMUSG00000008140,7,-,44496415,1329,16,ENSMUST00000118808
ENSMUSG00000008153,6,-,124464717,541,233,ENSMUST00000008297
ENSMUSG00000008167,8,+,85060122,35,6,ENSMUST00000095220
ENSMUSG00000008301,18,+,56573034,220,6,ENSMUST00000008445
ENSMUSG00000008318,7,-,100863383,16,156,ENSMUST00000142885
ENSMUSG00000008435,7,-,4445616,62,105,ENSMUST00000008579
ENSMUSG00000008461,7,+,45618665,5,124,ENSMUST00000209379
ENSMUSG00000008475,1,+,152766634,322,91,ENSMUST00000077755
ENSMUSG00000008496,7,-,25179851,39,125,ENSMUST00000147146
ENSMUSG00000008604,3,+,88553796,74,9,ENSMUST00000008748
ENSMUSG00000008668,17,-,33955652,1262,32,ENSMUST00000008812
ENSMUSG00000008682,X,+,74270871,170,131,ENSMUST00000151702
ENSMUSG00000008690,15,+,89355773,194,63,ENSMUST00000074552
ENSMUSG00000008822,12,-,85280403,136,329,ENSMUST00000117138
ENSMUSG00000008843,5,-,134915763,2,434,ENSMUST00000008987
ENSMUSG00000008845,6,+,124304683,6,57,ENSMUST00000032234
ENSMUSG00000008958,3,+,95111052,161,46,ENSMUST00000009102
ENSMUSG00000008999,2,-,172940300,25,231,ENSMUST00000009143
ENSMUSG00000009013,5,-,115300927,4450,283,ENSMUST00000112090
ENSMUSG00000009073,11,-,4849388,119,403,ENSMUST00000109910
ENSMUSG00000009075,11,-,4747152,169,425,ENSMUST00000009219
ENSMUSG00000009079,11,-,5099053,376,32,ENSMUST00000063232
ENSMUSG00000009210,11,+,106374852,8,6,ENSMUST00000190268
ENSMUSG00000009214,2,-,27072121,6,106,ENSMUST00000009358
ENSMUSG00000009281,6,-,48572349,17,82,ENSMUST00000204930
ENSMUSG00000009291,10,+,77581763,201,59,ENSMUST00000009435
ENSMUSG00000009293,10,+,77622362,106,12,ENSMUST00000174546
ENSMUSG00000009376,6,+,17491082,15,159,ENSMUST00000080469
ENSMUSG00000009394,6,+,115134972,1476,109,ENSMUST00000169345
ENSMUSG00000009418,1,-,135585758,102,438,ENSMUST00000190298
ENSMUSG00000009470,13,-,98926324,121,59,ENSMUST00000109401
ENSMUSG00000009545,7,+,143107303,20,56,ENSMUST00000009689
ENSMUSG00000009549,2,-,118479640,560,26,ENSMUST00000110862
ENSMUSG00000009555,2,-,32712745,34,89,ENSMUST00000154131
ENSMUSG00000009563,2,+,32757294,117,6,ENSMUST00000009707
ENSMUSG00000009566,2,-,32694129,15,3,ENSMUST00000028148
ENSMUSG00000009569,16,+,13358433,365,206,ENSMUST00000149359
ENSMUSG00000009585,15,+,79892461,23,23,ENSMUST00000176868
ENSMUSG00000009596,X,-,134475145,7,191,ENSMUST00000113223
ENSMUSG00000009630,8,+,33599648,227,269,ENSMUST00000009774
ENSMUSG00000009633,1,-,193273102,22,328,ENSMUST00000009777
ENSMUSG00000009640,4,-,117682238,89,301,ENSMUST00000102687
ENSMUSG00000009647,10,-,59616671,317,1,ENSMUST00000020312
ENSMUSG00000009681,10,+,75060591,125,1,ENSMUST00000219807
ENSMUSG00000009739,15,-,100599987,76,3,ENSMUST00000177505
ENSMUSG00000009772,1,+,132316188,21,42,ENSMUST00000072177
ENSMUSG00000009828,9,+,78113311,47,34,ENSMUST00000125615
ENSMUSG00000009863,4,+,140961402,381,3,ENSMUST00000010007
ENSMUSG00000009905,1,-,106759665,208,14,ENSMUST00000010049
ENSMUSG00000009907,1,-,106796650,79,203,ENSMUST00000094646
ENSMUSG00000009927,9,+,44407714,876,41,ENSMUST00000216076
ENSMUSG00000009995,X,+,74282767,134,241,ENSMUST00000069722
ENSMUSG00000010025,11,-,61267121,94,115,ENSMUST00000108715
ENSMUSG00000010044,9,+,107547337,21,120,ENSMUST00000193303
ENSMUSG00000010045,9,+,107534062,60,417,ENSMUST00000010189
ENSMUSG00000010048,9,+,107587740,35,149,ENSMUST00000010192
ENSMUSG00000010051,9,+,107576970,44,49,ENSMUST00000010195
ENSMUSG00000010054,9,+,107563275,429,112,ENSMUST00000193418
ENSMUSG00000010057,9,+,107542249,171,127,ENSMUST00000195370
ENSMUSG00000010066,9,+,107399886,18,183,ENSMUST00000168532
ENSMUSG00000010067,9,+,107551565,38,32,ENSMUST00000093786
ENSMUSG00000010086,11,-,61453925,465,76,ENSMUST00000060255
ENSMUSG00000010095,19,-,8713858,409,111,ENSMUST00000206560
ENSMUSG00000010122,11,-,61378057,10,10,ENSMUST00000010267
ENSMUSG00000010136,3,-,106001476,28,89,ENSMUST00000066319
ENSMUSG00000010154,8,+,123332714,48,51,ENSMUST00000010298
ENSMUSG00000010277,11,+,78261773,458,77,ENSMUST00000010421
ENSMUSG00000010290,1,+,43098756,87,8,ENSMUST00000010434
ENSMUSG00000010307,7,+,47050674,67,107,ENSMUST00000010451
ENSMUSG00000010358,11,+,101448458,18,144,ENSMUST00000131024
ENSMUSG00000010376,14,-,55671877,472,65,ENSMUST00000163750
ENSMUSG00000010392,11,-,76763552,259,2,ENSMUST00000010536
ENSMUSG00000010406,14,+,54426926,417,7,ENSMUST00000010550
ENSMUSG00000010517,4,+,109676588,47,440,ENSMUST00000102724
ENSMUSG00000010529,12,-,111485774,17,4,ENSMUST00000010673
ENSMUSG00000010660,9,-,119093473,26,82,ENSMUST00000213464
ENSMUSG00000010663,19,+,10182955,382,97,ENSMUST00000010807
ENSMUSG00000010721,5,-,29378351,168,159,ENSMUST00000198105
ENSMUSG00000010755,7,-,143600053,94,47,ENSMUST00000010899
ENSMUSG00000010760,7,-,143502517,2,27,ENSMUST00000207425
ENSMUSG00000010796,6,-,18109052,3,16,ENSMUST00000136194
ENSMUSG00000010797,6,-,18030335,8,48,ENSMUST00000010941
ENSMUSG00000010830,15,+,79516416,6,134,ENSMUST00000010974
ENSMUSG00000010911,2,+,103073715,92,73,ENSMUST00000011055
ENSMUSG00000010914,2,-,103073459,98,10,ENSMUST00000111183
ENSMUSG00000010936,8,+,110618612,118,278,ENSMUST00000212829
ENSMUSG00000011034,5,+,33104311,14,146,ENSMUST00000011178
ENSMUSG00000011096,7,+,44850008,82,255,ENSMUST00000141311
ENSMUSG00000011114,9,-,37657232,75,88,ENSMUST00000117654
ENSMUSG00000011154,7,-,83794822,16,12,ENSMUST00000119134
ENSMUSG00000011158,12,-,113000423,97,67,ENSMUST00000011302
ENSMUSG00000011382,7,-,45488769,43,6,ENSMUST00000011526
ENSMUSG00000011589,17,+,55986501,107,138,ENSMUST00000011733
ENSMUSG00000011658,7,+,44896113,33,139,ENSMUST00000071207
ENSMUSG00000011752,19,+,41912033,2520,15,ENSMUST00000011896
ENSMUSG00000011837,8,+,4253115,111,7,ENSMUST00000011981
ENSMUSG00000011877,11,+,77493337,184,225,ENSMUST00000127302
ENSMUSG00000011884,5,-,114690915,112,54,ENSMUST00000012028
ENSMUSG00000011960,15,-,98567652,147,16,ENSMUST00000169707
ENSMUSG00000012076,12,+,55836396,71,108,ENSMUST00000059250
ENSMUSG00000012114,16,-,17722884,245,61,ENSMUST00000012259
ENSMUSG00000012422,13,+,90089745,183,36,ENSMUST00000012566
ENSMUSG00000012429,13,+,17695434,121,51,ENSMUST00000049744
ENSMUSG00000012483,6,-,8259102,44,4,ENSMUST00000012627
ENSMUSG00000012535,6,-,29609612,142,127,ENSMUST00000170350
ENSMUSG00000012889,8,+,84126020,5,79,ENSMUST00000093380
ENSMUSG00000013076,9,-,14614982,23,200,ENSMUST00000013220
ENSMUSG00000013083,7,+,30699311,1,472,ENSMUST00000013227
ENSMUSG00000013155,8,-,105708175,25,267,ENSMUST00000013299
ENSMUSG00000013160,8,-,105565984,222,72,ENSMUST00000013304
ENSMUSG00000013367,7,-,43490183,42,108,ENSMUST00000206336
ENSMUSG00000013419,9,+,121760037,87,186,ENSMUST00000093772
ENSMUSG00000013465,2,-,25211366,60,10,ENSMUST00000059849
ENSMUSG00000013539,16,-,18348040,147,10,ENSMUST00000125287
ENSMUSG00000013584,9,+,71215818,50,29,ENSMUST00000034723
ENSMUSG00000013593,1,-,171247091,706,3,ENSMUST00000111318
ENSMUSG00000013622,5,+,31048667,203,6,ENSMUST00000200942
ENSMUSG00000013629,5,+,31054798,45,157,ENSMUST00000201838
ENSMUSG00000013701,14,-,32201865,185,117,ENSMUST00000170331
ENSMUSG00000013766,17,+,35077153,9,2,ENSMUST00000013910
ENSMUSG00000013787,17,+,34898501,61,473,ENSMUST00000097342
ENSMUSG00000013833,10,-,79908896,100,1,ENSMUST00000105378
ENSMUSG00000013858,10,-,79984251,240,120,ENSMUST00000052885
ENSMUSG00000013921,7,+,30291717,1283,11,ENSMUST00000125935
ENSMUSG00000013928,7,+,30280192,16,213,ENSMUST00000014072
ENSMUSG00000014075,16,+,32419738,62,71,ENSMUST00000080316
ENSMUSG00000014077,2,+,119547728,560,123,ENSMUST00000119172
ENSMUSG00000014177,11,+,62879515,165,69,ENSMUST00000014321
ENSMUSG00000014226,1,-,160212804,251,137,ENSMUST00000195654
ENSMUSG00000014232,16,+,3909000,135,132,ENSMUST00000040881
ENSMUSG00000014243,11,-,62281369,29,37,ENSMUST00000072916
ENSMUSG00000014245,11,+,62458456,61,4,ENSMUST00000014389
ENSMUSG00000014294,18,-,36744522,439,2,ENSMUST00000014438
ENSMUSG00000014301,16,-,4624925,224,72,ENSMUST00000014445
ENSMUSG00000014329,10,-,71159667,24,51,ENSMUST00000143791
ENSMUSG00000014349,11,-,96065276,138,2,ENSMUST00000100528
ENSMUSG00000014353,2,+,128818338,104,1,ENSMUST00000110325
ENSMUSG00000014361,2,+,128698919,68,37,ENSMUST00000140221
ENSMUSG00000014402,7,-,46919925,281,63,ENSMUST00000143413
ENSMUSG00000014426,17,-,12318771,157,143,ENSMUST00000089058
ENSMUSG00000014444,8,-,122551316,18,278,ENSMUST00000067252
ENSMUSG00000014470,8,-,122476055,77,38,ENSMUST00000014614
ENSMUSG00000014498,10,+,128377121,99,102,ENSMUST00000014642
ENSMUSG00000014504,18,+,34331167,244,52,ENSMUST00000072576
ENSMUSG00000014529,5,+,3650844,19,337,ENSMUST00000156117
ENSMUSG00000014547,14,+,62837717,62,204,ENSMUST00000014691
ENSMUSG00000014551,6,-,92183988,136,15,ENSMUST00000140438
ENSMUSG00000014554,6,-,83506899,84,10,ENSMUST00000014698
ENSMUSG00000014599,3,-,107760236,32,173,ENSMUST00000014743
ENSMUSG00000014603,3,+,107595068,10,108,ENSMUST00000014747
ENSMUSG00000014606,11,-,70646982,152,120,ENSMUST00000014750
ENSMUSG00000014668,5,+,110135881,125,181,ENSMUST00000200038
ENSMUSG00000014748,6,-,83775774,95,51,ENSMUST00000014892
ENSMUSG00000014769,17,-,15498274,488,12,ENSMUST00000014913
ENSMUSG00000014771,17,-,15527285,95,12,ENSMUST00000054450
ENSMUSG00000014778,8,-,105347883,11,30,ENSMUST00000014922
ENSMUSG00000014786,8,+,105349319,35,58,ENSMUST00000073149
ENSMUSG00000014791,8,+,105305622,7,130,ENSMUST00000109375
ENSMUSG00000014850,13,-,92354948,68,48,ENSMUST00000191550
ENSMUSG00000014856,8,+,105326394,140,75,ENSMUST00000098453
ENSMUSG00000014859,8,+,105297702,104,39,ENSMUST00000015003
ENSMUSG00000014867,2,-,26933419,240,97,ENSMUST00000153641
ENSMUSG00000014873,2,+,26916421,199,5,ENSMUST00000015017
ENSMUSG00000014907,8,+,66860282,64,85,ENSMUST00000118009
ENSMUSG00000014956,5,+,32459104,216,252,ENSMUST00000015100
ENSMUSG00000014959,2,+,70661627,288,71,ENSMUST00000112205
ENSMUSG00000014980,1,-,152386589,57,5,ENSMUST00000162371
ENSMUSG00000015002,15,+,65787070,210,167,ENSMUST00000015146
ENSMUSG00000015013,8,+,122611658,289,3,ENSMUST00000015157
ENSMUSG00000015023,8,-,110997790,94,67,ENSMUST00000040416
ENSMUSG00000015027,8,-,122611396,34,58,ENSMUST00000015171
ENSMUSG00000015083,2,-,25500640,5,409,ENSMUST00000040042
ENSMUSG00000015085,2,+,25395930,65,43,ENSMUST00000028328
ENSMUSG00000015087,2,-,25608453,475,211,ENSMUST00000058137
ENSMUSG00000015090,2,-,25469733,6586,60,ENSMUST00000114251
ENSMUSG00000015092,2,+,25557917,637,35,ENSMUST00000015236
ENSMUSG00000015093,2,+,25456859,14,20,ENSMUST00000102918
ENSMUSG00000015094,2,+,25403186,641,68,ENSMUST00000055921
ENSMUSG00000015112,6,-,6217113,14,103,ENSMUST00000015256
